filename,completefilepath,fileextension,created_date_utc,lastmodified_date,filesize,confidentiality_score
software_installer_setup_v4.exe,C:\Users\user\Downloads_Software/Installers/software_installer_setup_v4.exe,exe,2024-03-03 12:45:00,2024-03-03 12:45:00,40MB,0.21
game_installer_mac_version3.dmg,/Users/user/Downloads_Games/Game_Installers/game_installer_mac_version3.dmg,dmg,2023-11-16 16:30:00,2023-11-16 16:30:00,450MB,0.15
driver_package_usb_devices.zip,/home/user/Downloads_Drivers/USB_Drivers/driver_package_usb_devices.zip,zip,2024-02-23 09:00:00,2024-02-23 09:00:00,95MB,0.11
readme_project_abc_v3.txt,C:\Users\user\Documents\Project_ABC_Docs/readme_project_abc_v3.txt,txt,2023-12-02 12:00:00,2023-12-02 12:00:00,35KB,0.18
license_agreement_software_xyz.txt,/Users/user/Documents/Software_Licenses/license_agreement_software_xyz.txt,txt,2024-03-19 15:15:00,2024-03-19 15:15:00,17KB,0.13
changelog_detailed_v1_4_0.md,/home/user/Code/ProjectZ_Code/Changelogs_Detailed/changelog_detailed_v1_4_0.md,md,2024-01-19 17:00:00,2024-01-19 17:00:00,22KB,0.24
todo_list_work_tasks_v3_urgent.txt,C:\Users\user\Desktop_Work_Tasks/todo_list_work_tasks_v3_urgent.txt,txt,2023-11-23 09:30:00,2023-11-23 09:30:00,8KB,0.29
shopping_list_groceries_online_v2.txt,/Users/user/Documents/Shopping_Lists_Online/shopping_list_groceries_online_v2.txt,txt,2024-02-02 12:45:00,2024-02-02 12:45:00,6KB,0.22
grocery_items_list_weekly_v2.txt,/home/user/Notes_Grocery_Lists/grocery_items_list_weekly_v2.txt,txt,2023-12-29 16:00:00,2023-12-29 16:00:00,5KB,0.16
weekly_report_template_sales_version4.docx,C:\Users\user\Documents\Templates_Reports/weekly_report_template_sales_version4.docx,docx,2024-03-13 19:00:00,2024-03-13 19:00:00,550KB,0.34
invoice_template_service_proforma_v2.xlsx,/Users/user/Documents\Templates_Invoice/invoice_template_service_proforma_v2.xlsx,xlsx,2023-11-30 20:30:00,2023-11-30 20:30:00,750KB,0.39
budget_planner_2024_personal_v2.xlsx,/home/user/Documents\Finance_Personal/budget_planner_2024_personal_v2.xlsx,xlsx,2024-02-19 11:30:00,2024-02-19 11:30:00,1.2MB,0.44
personal_photo_profile_linkedin_v2.jpeg,C:\Users\user\Pictures_Profile_Pics/personal_photo_profile_linkedin_v2.jpeg,jpeg,2023-12-04 15:00:00,2023-12-04 15:00:00,4.5MB,0.29
family_video_christmas_2023_v2.mp4,/Users/user\Videos_Family_Videos/family_video_christmas_2023_v2.mp4,mp4,2024-03-09 17:30:00,2024-03-09 17:30:00,850MB,0.24
favorite_song_acoustic_version_remix.mp3,/home/user\Music_Favorites_Acoustic/favorite_song_acoustic_version_remix.mp3,mp3,2024-01-21 21:45:00,2024-01-21 21:45:00,7.5MB,0.19
system_config_backup_20240316.zip,C:\Windows\System32\config\Backups_System/system_config_backup_20240316.zip,zip,2024-03-16 09:00:00,2024-03-16 09:00:00,150MB,0.73
registry_backup_monthly_202403.reg,/var/backups/Registry_Backups_Monthly/registry_backup_monthly_202403.reg,reg,2024-03-09 11:00:00,2024-03-09 11:00:00,110MB,0.68
boot_log_current_boot.txt,/var/log/bootlogs_Current/boot_log_current_boot.txt,txt,2024-03-04 13:30:00,2024-03-04 13:30:00,3.5MB,0.34
kernel_log_errors_only_v2.log,C:\Windows\Logs_Kernel/kernel_log_errors_only_v2.log,log,2024-01-26 16:45:00,2024-01-26 16:45:00,8MB,0.38
event_log_security_audit_v2.evt,/var/log/eventlogs_Security/event_log_security_audit_v2.evt,evt,2024-02-13 20:00:00,2024-02-13 20:00:00,15MB,0.43
security_audit_log_weekly_report_v2.txt,C:\Windows\Security_Audits_Reports/security_audit_log_weekly_report_v2.txt,txt,2024-03-23 23:30:00,2024-03-23 23:30:00,22MB,0.63
firewall_log_daily_summary_v2.txt,/var/log/firewall_Summaries/firewall_log_daily_summary_v2.txt,txt,2023-12-23 09:30:00,2023-12-23 09:30:00,28MB,0.58
intrusion_detection_log_alerts_version3.log,C:\ProgramData\IDS_Logs_Alerts/intrusion_detection_log_alerts_version3.log,log,2024-02-03 12:45:00,2024-02-03 12:45:00,40MB,0.53
monthly_report_december_2023.pdf,/home/user/Documents_Reports_Monthly/monthly_report_december_2023.pdf,pdf,2023-12-19 14:30:00,2023-12-19 14:30:00,2.3MB,0.55
weekly_sales_data_week01_2024.csv,C:\Users\user\Documents_Sales_Data_Weekly/weekly_sales_data_week01_2024.csv,csv,2024-01-01 10:30:00,2024-01-01 10:30:00,2.7MB,0.51
customer_database_backup_20240321.sql,/var/backups_Database_Backups_Customer/customer_database_backup_20240321.sql,sql,2024-03-21 18:30:00,2024-03-21 18:30:00,90MB,0.99
employee_payroll_info_april_2024.xlsx,C:\Users\HR_Documents_Payroll/employee_payroll_info_april_2024.xlsx,xlsx,2024-03-26 12:00:00,2024-03-26 12:00:00,5MB,0.96
company_financials_2023_annual_report.pdf,/home/user/Documents_Finance_Reports/company_financials_2023_annual_report.pdf,pdf,2024-01-23 16:15:00,2024-01-23 16:15:00,3.5MB,0.97
top_secret_project_docs_version4.zip,C:\security_Top_Secret_Projects/top_secret_project_docs_version4.zip,zip,2024-02-06 09:45:00,2024-02-06 09:45:00,110MB,1.00
confidential_meeting_minutes_20240324.docx,/Users/user/Meetings_Confidential_Meetings/confidential_meeting_minutes_20240324.docx,docx,2024-03-24 18:00:00,2024-03-24 18:00:00,1.5MB,0.95
hr_employee_data_february_2024.csv,/home/user/HR_Employee_Data/hr_employee_data_february_2024.csv,csv,2024-01-16 12:30:00,2024-01-16 12:30:00,5.5MB,0.98
legal_documents_archive_2023_complete.zip,C:\legal_Documents_Archive/legal_documents_archive_2023_complete.zip,zip,2024-02-21 20:15:00,2024-02-21 20:15:00,220MB,1.00
client_sensitive_info_list_version3.txt,/Users/user/Clients_Sensitive_Data/client_sensitive_info_list_version3.txt,txt,2023-12-13 14:45:00,2023-12-13 14:45:00,350KB,0.96
patient_records_2024_full_backup.db,/home/user/Healthcare_Patient_Records/patient_records_2024_full_backup.db,db,2024-03-02 11:00:00,2024-03-02 11:00:00,100MB,0.99
student_grades_report_summer_2024.xlsx,C:\Users\Education_Grades/student_grades_report_summer_2024.xlsx,xlsx,2024-03-29 16:30:00,2024-03-29 16:30:00,4.5MB,0.94
secret_project_codename_delta_docs.docx,/Users/user/Projects_Secret_Projects/secret_project_codename_delta_docs.docx,docx,2024-01-30 12:15:00,2024-01-30 12:15:00,2.7MB,0.96
internal_memo_private_v4.pdf,/home/user/Documents_Internal_Memos/internal_memo_private_v4.pdf,pdf,2024-02-16 09:30:00,2024-02-16 09:30:00,1.4MB,0.93
financial_projections_fy26_v1.xlsx,C:\Users\FinanceDept_Projections/financial_projections_fy26_v1.xlsx,xlsx,2024-03-31 16:00:00,2024-03-31 16:00:00,5.5MB,0.99
marketing_campaign_analysis_q1_2024.csv,/Users/user/Marketing_Campaign_Results/marketing_campaign_analysis_q1_2024.csv,csv,2023-12-26 13:15:00,2023-12-26 13:15:00,4MB,0.58
sales_pipeline_forecast_q2_2024.pdf,C:\Users\Sales_Reports/sales_pipeline_forecast_q2_2024.pdf,pdf,2024-01-09 19:30:00,2024-01-09 19:30:00,1.8MB,0.53
product_development_plan_2025_roadmap.pptx,/home/user/ProductDev_Roadmaps/product_development_plan_2025_roadmap.pptx,pptx,2024-03-04 11:45:00,2024-03-04 11:45:00,5MB,0.48
customer_feedback_report_2024_q1.xlsx,C:\Users\CustomerService_Feedback/customer_feedback_report_2024_q1.xlsx,xlsx,2024-01-01 17:00:00,2024-01-01 17:00:00,3.5MB,0.43
website_traffic_report_february_2024.pdf,/Users/user/WebAnalytics_Reports/website_traffic_report_february_2024.pdf,pdf,2024-01-12 10:00:00,2024-01-12 10:00:00,2MB,0.38
social_media_metrics_march_2024.csv,C:\Users\MarketingTeam_Social_Media/social_media_metrics_march_2024.csv,csv,2024-02-11 14:30:00,2024-02-11 14:30:00,2.7MB,0.33
competitor_analysis_report_2024_q2.docx,/home/user/MarketResearch_Competitor_Analysis/competitor_analysis_report_2024_q2.docx,docx,2024-03-29 18:15:00,2024-03-29 18:15:00,1.7MB,0.41
market_trends_analysis_2024_h2.pdf,C:\Users\MarketResearch_Trends/market_trends_analysis_2024_h2.pdf,pdf,2024-01-20 10:45:00,2024-01-20 10:45:00,2MB,0.35
industry_news_digest_april_2024.txt,/Users/user/News_Industry_News/industry_news_digest_april_2024.txt,txt,2024-03-16 13:00:00,2024-03-16 13:00:00,170KB,0.28
daily_briefing_summary_20240330.docx,C:\Users\ExecutiveOffice_Briefings/daily_briefing_summary_20240330.docx,docx,2024-03-30 08:30:00,2024-03-30 08:30:00,1100KB,0.46
weekly_update_email_summary_week13.msg,/Users/user/Emails_Weekly_Updates/weekly_update_email_summary_week13.msg,msg,2024-03-25 15:30:00,2024-03-25 15:30:00,400KB,0.34
meeting_agenda_next_month_project_alpha.docx,C:\Users\TeamLeads_Agendas/meeting_agenda_next_month_project_alpha.docx,docx,2024-03-27 12:00:00,2024-03-27 12:00:00,700KB,0.39
project_status_update_april_start.pdf,/home/user/Projects_Status_Reports/project_status_update_april_start.pdf,pdf,2024-04-01 20:00:00,2024-04-01 20:00:00,1.5MB,0.44
task_list_project_delta_v2.txt,C:\Users\ProjectManagers_Task_Lists/task_list_project_delta_v2.txt,txt,2024-03-22 15:15:00,2024-03-22 15:15:00,80KB,0.36
action_items_meeting_summary_20240328.docx,/Users/user/Meetings_Action_Items/action_items_meeting_summary_20240328.docx,docx,2024-03-28 10:30:00,2024-03-28 10:30:00,900KB,0.42
bug_report_v1_3_major_bugs.txt,C:\Users\QA_Team_Bug_Reports/bug_report_v1_3_major_bugs.txt,txt,2024-03-30 17:45:00,2024-03-30 17:45:00,110KB,0.32
test_cases_suite_v4_performance.xlsx,/home/user/QA_Test_Cases/test_cases_suite_v4_performance.xlsx,xlsx,2024-03-24 13:00:00,2024-03-24 13:00:00,1.8MB,0.37
release_notes_v2_3_feature_updates.txt,C:\Users\DevTeam_Release_Notes/release_notes_v2_3_feature_updates.txt,txt,2024-03-26 10:15:00,2024-03-26 10:15:00,120KB,0.29
code_documentation_api_v3.docx,/home/user/DevDocs_API_Docs/code_documentation_api_v3.docx,docx,2024-03-28 15:30:00,2024-03-28 15:30:00,1.4MB,0.34
api_specifications_v4_draft.pdf,C:\Users\Developers_API_Specs/api_specifications_v4_draft.pdf,pdf,2024-03-30 11:30:00,2024-03-30 11:30:00,1.6MB,0.39
system_architecture_design_v3.vsd,/home/user/SystemDesign_Architecture/system_architecture_design_v3.vsd,vsd,2024-04-01 19:00:00,2024-04-01 19:00:00,2.7MB,0.44
network_diagram_v4_detailed.png,C:\Users\IT_Department_Network_Diagrams/network_diagram_v4_detailed.png,png,2024-03-23 14:30:00,2024-03-23 14:30:00,800KB,0.36
server_inventory_list_complete.csv,/home/user/IT_Assets_Server_Inventory/server_inventory_list_complete.csv,csv,2024-03-25 09:45:00,2024-03-25 09:45:00,2.5MB,0.49
software_licenses_2025_new_licenses.xlsx,C:\Users\LicenseAdmin_Software_Licenses/software_licenses_2025_new_licenses.xlsx,xlsx,2024-03-27 17:15:00,2024-03-27 17:15:00,4MB,0.54
vendor_contracts_2024_final_terms.pdf,/home/user/Legal_Contracts/vendor_contracts_2024_final_terms.pdf,pdf,2024-03-29 12:30:00,2024-03-29 12:30:00,2MB,0.59
supplier_agreements_current_version3.docx,C:\Users\Procurement_Agreements/supplier_agreements_current_version3.docx,docx,2024-03-31 19:45:00,2024-03-31 19:45:00,1.5MB,0.56
purchase_orders_april_2024_draft.xlsx,/home/user/Finance_Purchase_Orders/purchase_orders_april_2024_draft.xlsx,xlsx,2024-03-22 11:00:00,2024-03-22 11:00:00,4MB,0.52
invoices_received_march_2024.pdf,C:\Users\AccountsPayable_Invoices/invoices_received_march_2024.pdf,pdf,2024-03-24 16:15:00,2024-03-24 16:15:00,2.2MB,0.49
expense_reports_q2_2024_forecast.xlsx,/home/user/Finance_Expense_Reports/expense_reports_q2_2024_forecast.xlsx,xlsx,2024-03-26 11:30:00,2024-03-26 11:30:00,2.7MB,0.46
travel_policy_document_2025_v1.pdf,C:\Users\HR_Policies_Travel/travel_policy_document_2025_v1.pdf,pdf,2024-03-28 18:30:00,2024-03-28 18:30:00,1.8MB,0.42
employee_handbook_2025_draft.docx,/home/user/HR_Employee_Handbook/employee_handbook_2025_draft.docx,docx,2024-03-30 13:45:00,2024-03-30 13:45:00,2.7MB,0.39
e_aadhaar_downloaded.pdf,C:\Users\Public\Documents\e_aadhaar_downloaded.pdf,pdf,2024-01-17 11:00:00,2024-01-17 11:00:00,700KB,0.88
bhavana_adhar_card_scan.jpeg,/Users/Shared/Images/bhavana_adhar_card_scan.jpeg,jpeg,2023-12-22 15:30:00,2023-12-22 15:30:00,300KB,0.84
india_passport_personal_copy.docx,/home/user/Documents/IDs_Personal/india_passport_personal_copy.docx,docx,2024-02-03 10:15:00,2024-02-03 10:15:00,950KB,0.80
voter_id_2024_card_front.pdf,C:\Users\user\Desktop\ID_Card_Scans/voter_id_2024_card_front.pdf,pdf,2023-11-30 19:00:00,2023-11-30 19:00:00,620KB,0.86
drivers_license_india_photo.jpeg,/Users/user/Documents/Licenses_Images/drivers_license_india_photo.jpeg,jpeg,2024-03-07 09:45:00,2024-03-07 09:45:00,330KB,0.81
birth_certificate_original_doc.docx,/home/user/Documents/Birth_Certificates_Docs/birth_certificate_original_doc.docx,docx,2024-01-24 14:00:00,2024-01-24 14:00:00,1000KB,0.77
marriage_cert_scan_2024.pdf,C:\Users\user\Documents\Family_Docs_2024/marriage_cert_scan_2024.pdf,pdf,2023-12-12 20:30:00,2023-12-12 20:30:00,650KB,0.79
property_deed_land_plot_abc.pdf,/Users/Shared/Property_Deeds/property_deed_land_plot_abc.pdf,pdf,2024-02-17 12:30:00,2024-02-17 12:30:00,1200KB,0.85
investment_portfolio_annual_summary.xlsx,C:\Users\user\Documents\Investments_Summary/investment_portfolio_annual_summary.xlsx,xlsx,2024-03-12 16:45:00,2024-03-12 16:45:00,3MB,0.90
tax_form_2024_w2_employee_original.pdf,/home/user/Documents/Tax_Forms_2024/tax_form_2024_w2_employee_original.pdf,pdf,2024-01-07 08:00:00,2024-01-07 08:00:00,1.9MB,0.93
tax_form_1099misc_freelancer_2023.pdf,C:\Users\user\Documents\Tax_1099_Forms/tax_form_1099misc_freelancer_2023.pdf,pdf,2023-12-27 11:15:00,2023-12-27 11:15:00,1.6MB,0.91
invoice_no_2024003.pdf,/Users/user/Documents/Invoices_Year_2024/invoice_no_2024003.pdf,pdf,2024-02-22 19:30:00,2024-02-22 19:30:00,800KB,0.70
receipt_online_amazon_grocery.jpeg,C:\Users\user\Downloads_Receipts_Online/receipt_online_amazon_grocery.jpeg,jpeg,2024-03-17 21:00:00,2024-03-17 21:00:00,270KB,0.20
monthly_budget_february_2024.xlsx,/home/user/Documents/Finance_Budgets_Monthly/monthly_budget_february_2024.xlsx,xlsx,2024-01-03 14:30:00,2024-01-03 14:30:00,1.4MB,0.50
python_script_project_z_v2.py,C:\Users\user\Documents\Code_Projects_XYZ/python_script_project_z_v2.py,py,2024-01-12 18:00:00,2024-01-12 18:00:00,80KB,0.43
javascript_functions_library.js,/Users/user/WebDev_JS_Libraries/javascript_functions_library.js,js,2023-12-07 09:30:00,2023-12-07 09:30:00,60KB,0.40
csharp_helper_classes_lib.dll,C:\Users\user\Documents\Dev_Libs_CSharp/csharp_helper_classes_lib.dll,dll,2024-02-27 20:30:00,2024-02-27 20:30:00,650KB,0.47
html_email_template_version4.html,/home/user/WebTemplates_Email_Templates/html_email_template_version4.html,html,2023-12-02 13:00:00,2023-12-02 13:00:00,45KB,0.33
css_stylesheet_main_v5.css,C:\Users\user\Documents\Web_Styles_CSS/css_stylesheet_main_v5.css,css,2024-03-22 16:15:00,2024-03-22 16:15:00,40KB,0.30
config_app_settings_v3_prod.yml,/etc/app/Config_Files_Prod/config_app_settings_v3_prod.yml,yml,2023-12-17 12:00:00,2023-12-17 12:00:00,20KB,0.57
database_schema_production_v5.sql,C:\backups_Production_DB_Schema/database_schema_production_v5.sql,sql,2024-01-03 19:00:00,2024-01-03 19:00:00,90MB,0.99
website_backup_images_version4.zip,/var/backups_Website_Images_Backup/website_backup_images_version4.zip,zip,2023-11-27 23:00:00,2023-11-27 23:00:00,150MB,0.92
email_backup_archive_2025.pst,C:\Users\user\Outlook_Backup_2025/email_backup_archive_2025.pst,pst,2024-02-12 16:00:00,2024-02-12 16:00:00,350MB,0.82
browser_bookmarks_edge.json,/Users/user/Library/Application_Support_Browser/browser_bookmarks_edge.json,json,2024-01-01 20:00:00,2024-01-01 20:00:00,35MB,0.72
chat_history_signal_group.txt,/home/user/.purple_Chat_Logs/chat_history_signal_group.txt,txt,2024-01-30 22:00:00,2024-01-30 22:00:00,25MB,0.66
contacts_work_export_vcard_v2.vcf,C:\Users\user\Contacts_Work_Backup/contacts_work_export_vcard_v2.vcf,vcf,2023-11-22 14:00:00,2023-11-22 14:00:00,800KB,0.76
calendar_events_meeting_schedule_v3.ics,/Users/user/Calendar_Meeting_Data/calendar_events_meeting_schedule_v3.ics,ics,2024-03-03 10:00:00,2024-03-03 10:00:00,300KB,0.62
notes_app_backup_data_version4.db,/home/user/.config_Notes_App_Data/notes_app_backup_data_version4.db,db,2023-12-10 17:00:00,2023-12-10 17:00:00,20MB,0.70
project_proposal_final_version3.docx,C:\Users\user\Documents_Project_Proposals_Final/project_proposal_final_version3.docx,docx,2024-02-07 12:00:00,2024-02-07 12:00:00,850KB,0.49
meeting_minutes_february_2024_01.txt,/Users/user/Meetings_Data_2024/meeting_minutes_february_2024_01.txt,txt,2024-02-01 15:00:00,2024-02-01 15:00:00,50KB,0.42
presentation_deck_marketing_q3.pptx,/home/user/Presentations_Marketing_Decks/presentation_deck_marketing_q3.pptx,pptx,2024-03-27 18:30:00,2024-03-27 18:30:00,6MB,0.46
image_archive_travel_pics.zip,C:\Users\user\Pictures_Travel_Archive/image_archive_travel_pics.zip,zip,2023-12-20 11:00:00,2023-12-20 11:00:00,250MB,0.37
video_collection_vacation_clips.mp4,/Users/user/Videos_Vacation_Collection/video_collection_vacation_clips.mp4,mp4,2024-03-02 13:45:00,2024-03-02 13:45:00,800MB,0.32
music_playlist_party_mix_v3.mp3,/home/user/Music_Playlists_Party/music_playlist_party_mix_v3.mp3,mp3,2024-01-14 20:15:00,2024-01-14 20:15:00,1200MB,0.26
software_installer_setup_version5.exe,C:\Users\user\Downloads_Software_Installers/software_installer_setup_version5.exe,exe,2024-03-04 12:45:00,2024-03-04 12:45:00,45MB,0.22
game_installer_linux_v1.dmg,/Users/user/Downloads_Games_Linux/game_installer_linux_v1.dmg,dmg,2023-11-17 16:30:00,2023-11-17 16:30:00,500MB,0.16
driver_package_audio_devices.zip,/home/user/Downloads_Drivers_Audio/driver_package_audio_devices.zip,zip,2024-02-24 09:00:00,2024-02-24 09:00:00,100MB,0.12
readme_project_def_v1.txt,C:\Users\user\Documents_Project_DEF_Docs/readme_project_def_v1.txt,txt,2023-12-03 12:00:00,2023-12-03 12:00:00,40KB,0.19
license_agreement_software_lmn.txt,/Users/user/Documents_Software_Licenses/license_agreement_software_lmn.txt,txt,2024-03-20 15:15:00,2024-03-20 15:15:00,20KB,0.14
changelog_detailed_v1_5_0.md,/home/user/Code_Project_Code/changelog_detailed_v1_5_0.md,md,2024-01-20 17:00:00,2024-01-20 17:00:00,25KB,0.25
todo_list_personal_tasks_v1.txt,C:\Users\user\Desktop_Personal_Tasks/todo_list_personal_tasks_v1.txt,txt,2023-11-24 09:30:00,2023-11-24 09:30:00,9KB,0.30
shopping_list_clothes_online.txt,/Users/user/Documents_Shopping_Lists_Clothes/shopping_list_clothes_online.txt,txt,2024-02-03 12:45:00,2024-02-03 12:45:00,7KB,0.23
grocery_items_list_monthly.txt,/home/user/Notes_Grocery_Lists_Monthly/grocery_items_list_monthly.txt,txt,2023-12-30 16:00:00,2023-12-30 16:00:00,6KB,0.17
weekly_report_template_finance_v1.docx,C:\Users\user\Documents_Templates_Finance/weekly_report_template_finance_v1.docx,docx,2024-03-14 19:00:00,2024-03-14 19:00:00,600KB,0.35
invoice_template_consulting_v1.xlsx,/Users/user/Documents_Templates_Consulting/invoice_template_consulting_v1.xlsx,xlsx,2023-12-01 20:30:00,2023-12-01 20:30:00,800KB,0.40
budget_planner_2025_business.xlsx,/home/user/Documents_Finance_Business/budget_planner_2025_business.xlsx,xlsx,2024-02-20 11:30:00,2024-02-20 11:30:00,1.3MB,0.45
personal_photo_profile_work.jpeg,C:\Users\user\Pictures_Work_Pics/personal_photo_profile_work.jpeg,jpeg,2023-12-05 15:00:00,2023-12-05 15:00:00,5MB,0.30
family_video_birthday_party.mp4,/Users/user/Videos_Birthday_Parties/family_video_birthday_party.mp4,mp4,2024-03-10 17:30:00,2024-03-10 17:30:00,900MB,0.25
favorite_song_live_performance.mp3,/home/user/Music_Live_Performances/favorite_song_live_performance.mp3,mp3,2024-01-22 21:45:00,2024-01-22 21:45:00,8MB,0.20
system_config_backup_daily_v1.zip,C:\Windows\System32_Config_Backups/system_config_backup_daily_v1.zip,zip,2024-03-17 09:00:00,2024-03-17 09:00:00,160MB,0.74
registry_backup_weekly_v1.reg,/var/backups_Registry_Backups_Weekly/registry_backup_weekly_v1.reg,reg,2024-03-10 11:00:00,2024-03-10 11:00:00,120MB,0.69
boot_log_previous_boot.txt,/var/log_Boot_Logs/boot_log_previous_boot.txt,txt,2024-03-05 13:30:00,2024-03-05 13:30:00,4MB,0.35
kernel_log_warnings_only.log,C:\Windows_Logs_Kernel_Warnings/kernel_log_warnings_only.log,log,2024-01-27 16:45:00,2024-01-27 16:45:00,9MB,0.39
event_log_application_errors.evt,/var/log_Event_Logs_Application/event_log_application_errors.evt,evt,2024-02-14 20:00:00,2024-02-14 20:00:00,16MB,0.44
security_audit_log_monthly_summary.txt,C:\Windows_Security_Audit_Logs/security_audit_log_monthly_summary.txt,txt,2024-03-24 23:30:00,2024-03-24 23:30:00,25MB,0.64
firewall_log_weekly_summary.txt,/var/log_Firewall_Logs/firewall_log_weekly_summary.txt,txt,2023-12-24 09:30:00,2023-12-24 09:30:00,30MB,0.59
intrusion_detection_log_critical_alerts.log,C:\ProgramData_IDS_Critical_Logs/intrusion_detection_log_critical_alerts.log,log,2024-02-04 12:45:00,2024-02-04 12:45:00,45MB,0.54
monthly_report_january_2024.pdf,/home/user/Documents_Monthly_Reports/monthly_report_january_2024.pdf,pdf,2024-01-20 14:30:00,2024-01-20 14:30:00,2.5MB,0.56
weekly_sales_data_week02_2024.csv,C:\Users_Sales_Data_Weekly_Reports/weekly_sales_data_week02_2024.csv,csv,2024-01-08 10:30:00,2024-01-08 10:30:00,3MB,0.52
customer_database_backup_daily.sql,/var/backups_Daily_Database_Backups/customer_database_backup_daily.sql,sql,2024-03-22 18:30:00,2024-03-22 18:30:00,100MB,1.00
employee_payroll_info_may_2024.xlsx,C:\Users_HR_Payroll_Data/employee_payroll_info_may_2024.xlsx,xlsx,2024-03-27 12:00:00,2024-03-27 12:00:00,6MB,0.97
company_financials_2024_q1.pdf,/home/user/Documents_Finance_Q1_Reports/company_financials_2024_q1.pdf,pdf,2024-01-24 16:15:00,2024-01-24 16:15:00,3.8MB,0.98
top_secret_project_docs_final.zip,C:\security_Top_Secret_Final/top_secret_project_docs_final.zip,zip,2024-02-07 09:45:00,2024-02-07 09:45:00,120MB,1.00
confidential_meeting_minutes_daily.docx,/Users/user/Meetings_Daily_Confidential/confidential_meeting_minutes_daily.docx,docx,2024-03-25 18:00:00,2024-03-25 18:00:00,1.6MB,0.96
hr_employee_data_march_2024.csv,/home/user/HR_Employee_Data_March/hr_employee_data_march_2024.csv,csv,2024-01-17 12:30:00,2024-01-17 12:30:00,6MB,0.99
legal_documents_archive_current.zip,C:\legal_Documents_Archive_Current/legal_documents_archive_current.zip,zip,2024-02-22 20:15:00,2024-02-22 20:15:00,250MB,1.00
client_sensitive_info_list_current.txt,/Users/user/Clients_Sensitive_Info_Current/client_sensitive_info_list_current.txt,txt,2023-12-14 14:45:00,2023-12-14 14:45:00,400KB,0.97
patient_records_current_backup.db,/home/user/Healthcare_Patient_Records_Current/patient_records_current_backup.db,db,2024-03-03 11:00:00,2024-03-03 11:00:00,110MB,1.00
student_grades_report_final_2024.xlsx,C:\Users\Education_Grades_Final/student_grades_report_final_2024.xlsx,xlsx,2024-03-30 16:30:00,2024-03-30 16:30:00,5MB,0.95
secret_project_codename_omega_docs.docx,/Users/user/Projects_Secret_Codename_Omega/secret_project_codename_omega_docs.docx,docx,2024-01-31 12:15:00,2024-01-31 12:15:00,3MB,0.97
internal_memo_private_confidential.pdf,/home/user/Documents_Internal_Private/internal_memo_private_confidential.pdf,pdf,2024-02-17 09:30:00,2024-02-17 09:30:00,1.5MB,0.94
financial_projections_fy27_v1.xlsx,C:\Users\FinanceDept_FY27_Projections/financial_projections_fy27_v1.xlsx,xlsx,2024-04-01 16:00:00,2024-04-01 16:00:00,6MB,1.00
marketing_campaign_analysis_yearly.csv,/Users/user/Marketing_Campaign_Yearly/marketing_campaign_analysis_yearly.csv,csv,2023-12-27 13:15:00,2023-12-27 13:15:00,4.5MB,0.59
sales_pipeline_forecast_annual.pdf,C:\Users\Sales_Annual_Reports/sales_pipeline_forecast_annual.pdf,pdf,2024-01-10 19:30:00,2024-01-10 19:30:00,2MB,0.54
product_development_plan_annual_roadmap.pptx,/home/user/ProductDev_Annual_Roadmaps/product_development_plan_annual_roadmap.pptx,pptx,2024-03-05 11:45:00,2024-03-05 11:45:00,5.5MB,0.49
customer_feedback_report_yearly_2024.xlsx,C:\Users\CustomerService_Feedback_Yearly/customer_feedback_report_yearly_2024.xlsx,xlsx,2024-01-02 17:00:00,2024-01-02 17:00:00,4MB,0.44
website_traffic_report_yearly_2024.pdf,/Users/user/WebAnalytics_Yearly_Reports/website_traffic_report_yearly_2024.pdf,pdf,2024-01-13 10:00:00,2024-01-13 10:00:00,2.2MB,0.39
social_media_metrics_yearly_2024.csv,C:\Users\MarketingTeam_Social_Media_Yearly/social_media_metrics_yearly_2024.csv,csv,2024-02-12 14:30:00,2024-02-12 14:30:00,3MB,0.34
competitor_analysis_report_yearly_2024.docx,/home/user/MarketResearch_Yearly_Analysis/competitor_analysis_report_yearly_2024.docx,docx,2024-03-30 18:15:00,2024-03-30 18:15:00,1.8MB,0.42
market_trends_analysis_yearly_2024.pdf,C:\Users\MarketResearch_Yearly_Trends/market_trends_analysis_yearly_2024.pdf,pdf,2024-01-21 10:45:00,2024-01-21 10:45:00,2.2MB,0.36
industry_news_digest_yearly_2024.txt,/Users/user/News_Yearly_Industry_News/industry_news_digest_yearly_2024.txt,txt,2024-03-17 13:00:00,2024-03-17 13:00:00,200KB,0.29
daily_briefing_summary_yearly_2024.docx,C:\Users\ExecutiveOffice_Yearly_Briefings/daily_briefing_summary_yearly_2024.docx,docx,2024-03-31 08:30:00,2024-03-31 08:30:00,1200KB,0.47
weekly_update_email_summary_yearly_2024.msg,/Users/user/Emails_Yearly_Weekly_Updates/weekly_update_email_summary_yearly_2024.msg,msg,2024-03-26 15:30:00,2024-03-26 15:30:00,450KB,0.35
meeting_agenda_yearly_team_meeting.docx,C:\Users\TeamLeads_Yearly_Agendas/meeting_agenda_yearly_team_meeting.docx,docx,2024-03-28 12:00:00,2024-03-28 12:00:00,750KB,0.40
project_status_update_yearly_review.pdf,/home/user/Projects_Yearly_Status_Reports/project_status_update_yearly_review.pdf,pdf,2024-04-02 20:00:00,2024-04-02 20:00:00,1.6MB,0.45
